Activity ID,Activity Status,WBS Code,At Completion Duration(d),Activity Name,Start,Finish,(*)Free Float(d),Total Float,Predecessors,Predecessor Details,Successors,Successor Details,Primary Constraint,Activity Type,Duration Type,Delete This Row
A34280,Not Started,Hercules_15082023-6.COMMISSIONING.Pre-comm.Comm,10,Walkdown 1 & Punch List & Walkdown 2 & Closure AHUs Zone 3,08/02/2024 08:00,21/02/2024 17:00,0,3,A33560,A33560: FS,"A7360, A34410","A7360: FF, A34410: FS",,Task Dependent,Fixed Duration and Units/Time,
A34170,Not Started,Hercules_15082023-6.COMMISSIONING.Pre-comm.Comm,10,Walkdown 1 & Punch List & Walkdown 2 & Closure GMS,16/02/2024 09:00,01/03/2024 09:00,0,2,67,67: FS,A7500,A7500: FF,,Task Dependent,Fixed Duration and Units/Time,
A34180,Not Started,Hercules_15082023-6.COMMISSIONING.Pre-comm.Comm,10,Walkdown 1 & Punch List & Walkdown 2 & Closure EMS,19/02/2024 08:00,01/03/2024 17:00,0,-4,"A33520, A33430, A33070, A32800, 26, 25, 24, 22, 21","A33520: FS, A33430: FS, A33070: FS, A32800: FS, 26: FS, 25: FS, 24: FS, 22: FS, 21: FS",A30800,A30800: FF,,Task Dependent,Fixed Duration and Units/Time,
A40360,Not Started,Hercules_15082023-6.COMMISSIONING.Pre-comm.Comm,10,Walkdown 1 & Punch List & Walkdown 2 & Closure LV Board (LINK),23/02/2024 08:00,07/03/2024 17:00,107,107,"A40540, A31970, A32170, A32370, A32570","A40540: FS, A31970: FS, A32170: FS, A32370: FS, A32570: FS",,,,Task Dependent,Fixed Duration and Units/Time,
A34290,Not Started,Hercules_15082023-6.COMMISSIONING.Pre-comm.Comm,10,Walkdown 1 & Punch List & Walkdown 2 & Closure AHUs Zone 4,26/02/2024 08:00,08/03/2024 17:00,0,51,A33470,A33470: FS,"A7360, A34420","A7360: FF, A34420: FS",,Task Dependent,Fixed Duration and Units/Time,
A7550,Not Started,Hercules_15082023-6.COMMISSIONING.Pre-comm.Comm,10,Walkdown 1 & Punch List & Walkdown 2 & Closure AHUs Zone 1,26/02/2024 08:00,08/03/2024 17:00,0,51,A32840,A32840: FS,"A7360, A21650","A7360: FF, A21650: FS",,Task Dependent,Fixed Duration and Units/Time,
A34270,Not Started,Hercules_15082023-6.COMMISSIONING.Pre-comm.Comm,10,Walkdown 1 & Punch List & Walkdown 2 & Closure AHUs Zone 2,14/03/2024 08:00,27/03/2024 17:00,0,38,A33110,A33110: FS,"A7360, A34400","A7360: FF, A34400: FS",,Task Dependent,Fixed Duration and Units/Time,
A34240,Not Started,Hercules_15082023-6.COMMISSIONING.Pre-comm.Piping.Clean and Pass,5,Pressure testing and Flushing / Cleaning and Passivation Clean Steam,29/08/2023 08:00,04/09/2023 17:00,230,230,,,,,,Task Dependent,Fixed Duration & Units,
A34330,Not Started,Hercules_15082023-6.COMMISSIONING.Pre-comm.Piping.Clean and Pass,3,Pressure testing and Flushing Domestic Water,08/12/2023 08:00,12/12/2023 17:00,0,14,A32500,A32500: FS,A34340,A34340: FS,,Task Dependent,Fixed Duration & Units,
A34220,Not Started,Hercules_15082023-6.COMMISSIONING.Pre-comm.Piping.Clean and Pass,1,Pressure testing and Flushing / Cleaning and Passivation AP Water,20/12/2023 08:00,20/12/2023 17:00,0,8,"A32700, A32590, A32500, A32300, A32190, A31990, A33690, A4960","A32700: FS, A32590: FS, A32500: FS, A32300: FS, A32190: FS, A31990: FS, A33690: FS, A4960: FS",A7590,A7590: FS,,Task Dependent,Fixed Duration & Units,
A34360,Not Started,Hercules_15082023-6.COMMISSIONING.Pre-comm.Piping.Clean and Pass,1,Pressure testing and Flushing / Cleaning and Passivation Pure Steam Condensate,20/12/2023 08:00,20/12/2023 17:00,0,8,"A31990, A32190, A32300, A32500, A32590, A32700","A31990: FS, A32190: FS, A32300: FS, A32500: FS, A32590: FS, A32700: FS",A7630,A7630: FS,,Task Dependent,Fixed Duration & Units,
A34310,Not Started,Hercules_15082023-6.COMMISSIONING.Pre-comm.Piping.Clean and Pass,3,Pressure testing and Flushing WAI,20/12/2023 08:00,22/12/2023 17:00,0,6,A32700,A32700: FS,A34320,A34320: FS,,Task Dependent,Fixed Duration & Units,
A34230,Not Started,Hercules_15082023-6.COMMISSIONING.Pre-comm.Piping.Clean and Pass,5,Pressure testing and Flushing / Cleaning and Passivation WFI,20/12/2023 08:00,09/01/2024 17:00,0,4,A32700,A32700: FS,A7660,A7660: FS,,Task Dependent,Fixed Duration & Units,
A34250,Not Started,Hercules_15082023-6.COMMISSIONING.Pre-comm.Piping.Clean and Pass,2,Pressure testing and blow down Process Air,08/01/2024 08:00,09/01/2024 17:00,0,4,"A32510, A32710, A32310","A32510: FS, A32710: FS, A32310: FS",A7580,A7580: FS,,Task Dependent,Fixed Duration & Units,
A34260,Not Started,Hercules_15082023-6.COMMISSIONING.Pre-comm.Piping.Clean and Pass,2,Pressure testing and Flushing Chilled Water 13 17,06/02/2024 08:00,07/02/2024 17:00,0,-9,"A32780, A33050, A33500","A32780: FS, A33050: FS, A33500: FS",A7570,A7570: FS,,Task Dependent,Fixed Duration & Units,
A40400,Not Started,Hercules_15082023-6.CONSTRUCTION,124,Rooms protections duration,29/08/2023 08:00,01/03/2024 17:00,0,106,"A1040, A34140","A1040: SS, A34140: SS","A29560, A1680, A1650, A2130, A2110, A1830, A2380, A2480, A2590, A2620, A2900, A3270, A3290, A3310, A3360, A3470, A3810, A3900, A4070, A4250, A4350, A4460, A4600, A4620, A4660, A4700, A4740, A4760","A29560: FS, A1680: FS, A1650: FS, A2130: FS, A2110: FS, A1830: FS, A2380: FS, A2480: FS, A2590: FS, A2620: FS, A2900: FS, A3270: FS, A3290: FS, A3310: FS, A3360: FS, A3470: FS, A3810: FS, A3900: FS, A4070: FS, A4250: FS, A4350: FS, A4460: FS, A4600: FS, A4620: FS, A4660: FS, A4700: FS, A4740: FS, A4760: FS",,Task Dependent,Fixed Duration and Units/Time,
A4810,Completed,Hercules_15082023-6.CONSTRUCTION.Enabling Works,5,Container/ toilets/ changing room/ cantine installation,03/07/2023 08:00,07/07/2023 17:00,,,A28300,A28300: FS,"A7680, A4820","A7680: FS, A4820: FF",,Task Dependent,Fixed Duration & Units,
A7690,Completed,Hercules_15082023-6.CONSTRUCTION.Enabling Works,12,Fences installation,03/07/2023 08:00,18/07/2023 17:00,,,"A28300, A29450","A28300: FS, A29450: FS",A1030,A1030: FS,,Task Dependent,Fixed Duration & Units,
A4820,Completed,Hercules_15082023-6.CONSTRUCTION.Enabling Works,5,"Connection of containers - water, waste water, electrical",12/07/2023 08:00,18/07/2023 17:00,,,A4810,A4810: FF,,,,Task Dependent,Fixed Duration & Units,
A7680,Completed,Hercules_15082023-6.CONSTRUCTION.Enabling Works,7,Electrical cabinet installation for temporary power in contractor area,13/07/2023 08:00,21/07/2023 17:00,,,"A4810, A28300","A4810: FS, A28300: FS 22","A1030, A29450, A34140","A1030: FS, A29450: FS, A34140: FS",Start On or After,Task Dependent,Fixed Duration & Units,
A29450,Completed,Hercules_15082023-6.CONSTRUCTION.Enabling Works,11,Scaffolding walkway alongside the Building 79i,17/07/2023 08:00,31/07/2023 17:00,,,"A28300, A7680","A28300: FS, A7680: FS","A1180, A7690","A1180: FS, A7690: FS",,Task Dependent,Fixed Duration & Units,
A1030,Completed,Hercules_15082023-6.CONSTRUCTION.Enabling Works,29,Facade opening,18/07/2023 08:00,25/08/2023 17:00,,,"A7680, A7690","A7680: FS, A7690: FS",A1040,A1040: FS,,Task Dependent,Fixed Duration & Units,
3,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.1.1,0,Retel End of production,,29/08/2023 08:00,235,235,"A5230, A31380, A31370","A5230: FF, A31380: FF, A31370: FF",,,,Finish Milestone,Fixed Duration and Units/Time,
4,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.1.1,0,Retel End calibration,,29/08/2023 08:00,26,89,A33590,A33590: FF,"5, 7","5: FS, 7: FS",,Finish Milestone,Fixed Duration and Units/Time,
5,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.1.1,0,Retel Finish Dismantling of the boxes (EMS),,03/10/2023 17:00,0,63,"4, A6740, A6430, A6440, A6470, A6420, A6400, A6390, A6750, A6460, A6450, A6410, A6480, A6720, A6500, A6680, A6370, A6360, A6350, A6560, A6240, A6490, A6640, A6630, A6780, A6770, A6540, A6550, A6580, A6570, A6590, A6600, A6610, A6620, A6760, A6690, A6670, A6650, A6660, A6790, A6270, A6260, A6250, A6700, A6710, A6380, A6330, A6310, A6320, A6290, A6300, A6520, A6530, A6280, A6510, A6200, A6190, A6230, A6210, A6220","4: FS, A6740: FS, A6430: FS, A6440: FS, A6470: FS, A6420: FS, A6400: FS, A6390: FS, A6750: FS, A6460: FS, A6450: FS, A6410: FS, A6480: FS, A6720: FS, A6500: FS, A6680: FS, A6370: FS, A6360: FS, A6350: FS, A6560: FS, A6240: FS, A6490: FS, A6640: FS, A6630: FS, A6780: FS, A6770: FS, A6540: FS, A6550: FS, A6580: FS, A6570: FS, A6590: FS, A6600: FS, A6610: FS, A6620: FS, A6760: FS, A6690: FS, A6670: FS, A6650: FS, A6660: FS, A6790: FS, A6270: FS, A6260: FS, A6250: FS, A6700: FS, A6710: FS, A6380: FS, A6330: FS, A6310: FS, A6320: FS, A6290: FS, A6300: FS, A6520: FS, A6530: FS, A6280: FS, A6510: FS, A6200: FS, A6190: FS, A6230: FS, A6210: FS, A6220: FS","6, 7","6: FS 1, 7: FS",,Finish Milestone,Fixed Duration and Units/Time,
7,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.1.1,0,Retel Finish Dismantling old cables/pneumatic tubes,,03/10/2023 17:00,0,63,"4, 5","4: FS, 5: FS",6,6: FF 1,,Finish Milestone,Fixed Duration and Units/Time,
6,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.1.1,0,Retel Finish Closing of the cutouts/holes,,04/10/2023 17:00,61,63,"5, A29460, A29470, A29480, A29490, A29500, A7700, 7","5: FS 1, A29460: FF, A29470: FF, A29480: FF, A29490: FF, A29500: FF, A7700: FF, 7: FF 1",21,21: FS,,Finish Milestone,Fixed Duration and Units/Time,
9,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.1.2,0,Retel New wall panel installed in R247,08/09/2023 08:00,08/09/2023 08:00,45,204,A5220,A5220: FS,10,10: FS,,Resource Dependent,Fixed Units/Time,
10,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.1.2,5,Retel Delivery of field devices / HMI on site,10/11/2023 08:00,16/11/2023 17:00,0,159,"9, A29240","9: FS, A29240: FS",11,11: FS,,Resource Dependent,Fixed Units/Time,
11,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.1.2,20,Retel Installation of new HMI (5 pieces),17/11/2023 08:00,14/12/2023 17:00,157,157,10,10: FS,,,,Resource Dependent,Fixed Units/Time,
13,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.1.3,0,Retel New walls constructed,02/11/2023 08:00,02/11/2023 08:00,0,16,"A29460, A29470, A29480, A29490, A29500, A5100, A7700, A1690, A1710, A1720, A1760, A1850, A1870, A1880, A1920, A1980, A7750, A7760, A7770, A7780, A1060, A1070, A1090, A1130, A7790, A1490, A7800, A2220, A2230, A2240, A2250, A2300, A2320, A2680, A2690, A2700, A2710, A2930, A2960, A2970, A7810, A3130, A3140, A3150, A7820, A7830, A3380, A3400, A3480, A3490, A3500, A3540, A5220, A7850, A3780, A7860, A3830, A3910, A3920, A3930, A3990, A4130, A4140, A4150, A4160, A4270, A4280, A4290, A4320, A7870, A4370, A4380, A4390, A4400, A7880, A7890, A4750, A7900","A29460: FS, A29470: FS, A29480: FS, A29490: FS, A29500: FS, A5100: FS, A7700: FS, A1690: FS, A1710: FS, A1720: FS, A1760: FS, A1850: FS, A1870: FS, A1880: FS, A1920: FS, A1980: FS, A7750: FS, A7760: FS, A7770: FS, A7780: FS, A1060: FS, A1070: FS, A1090: FS, A1130: FS, A7790: FS, A1490: FS, A7800: FS, A2220: FS, A2230: FS, A2240: FS, A2250: FS, A2300: FS, A2320: FS, A2680: FS, A2690: FS, A2700: FS, A2710: FS, A2930: FS, A2960: FS, A2970: FS, A7810: FS, A3130: FS, A3140: FS, A3150: FS, A7820: FS, A7830: FS, A3380: FS, A3400: FS, A3480: FS, A3490: FS, A3500: FS, A3540: FS, A5220: FS, A7850: FS, A3780: FS, A7860: FS, A3830: FS, A3910: FS, A3920: FS, A3930: FS, A3990: FS, A4130: FS, A4140: FS, A4150: FS, A4160: FS, A4270: FS, A4280: FS, A4290: FS, A4320: FS, A7870: FS, A4370: FS, A4380: FS, A4390: FS, A4400: FS, A7880: FS, A7890: FS, A4750: FS, A7900: FS","14, 15, 17, 77","14: FS, 15: FS, 17: FS, 77: SS",,Resource Dependent,Fixed Units/Time,
14,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.1.3,5,Retel Delivery of field devices (EMS),02/11/2023 08:00,08/11/2023 17:00,0,28,13,13: FS,16,16: FS,,Resource Dependent,Fixed Units/Time,
15,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.1.3,5,Retel Installation new pneumatic nozzles (in ceilings),02/11/2023 08:00,08/11/2023 17:00,0,28,13,13: FS,16,16: FS,,Resource Dependent,Fixed Units/Time,
17,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.1.3,20,Retel Installation new cables/pneumatic tubes,02/11/2023 08:00,29/11/2023 17:00,41,163,13,13: FS,27,27: FS,,Resource Dependent,Fixed Units/Time,
16,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.1.3,20,Retel Installation of new field devices,09/11/2023 08:00,06/12/2023 17:00,16,18,"15, 14","15: FS, 14: FS","21, 22, 23, 24, 25, 26","21: FS, 22: FS, 23: FS, 24: FS, 25: FS, 26: FS",,Resource Dependent,Fixed Units/Time,
20,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.1.4.1,0,Retel Start date from Sisk,10/11/2023 08:00,10/11/2023 08:00,35,37,"A1040, A29240","A1040: SS, A29240: FS","21, 22, 23, 24, 25, 26, 27","21: FS, 22: FS, 23: FS, 24: FS, 25: FS, 26: FS, 27: FS",,Resource Dependent,Fixed Units/Time,
21,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.1.4.1,20,"Retel Modification control cabinet on site (+A01, 79i R303) (EMS)",12/01/2024 08:00,08/02/2024 17:00,0,2,"20, 16, A29420, 6","20: FS, 16: FS, A29420: FS, 6: FS","27, A34180","27: FS, A34180: FS",,Resource Dependent,Fixed Units/Time,
22,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.1.4.1,20,"Retel Modification control cabinet on site (+A02, 79i R303) (EMS)",12/01/2024 08:00,08/02/2024 17:00,0,2,"20, 16, A29420","20: FS, 16: FS, A29420: FS","27, A34180","27: FS, A34180: FS",,Resource Dependent,Fixed Units/Time,
23,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.1.4.1,20,"Retel Delivery control cabinet on site (+A03, 79i R301) (EMS)",12/01/2024 08:00,08/02/2024 17:00,0,122,"20, 16, A29420","20: FS, 16: FS, A29420: FS",27,27: FS,,Resource Dependent,Fixed Units/Time,
24,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.1.4.1,20,"Retel Modification control cabinet on site (+A04, 79i R427) (EMS)",12/01/2024 08:00,08/02/2024 17:00,6,2,"20, 16, A29420","20: FS, 16: FS, A29420: FS",A34180,A34180: FS,,Resource Dependent,Fixed Units/Time,
25,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.1.4.1,20,"Retel Modification control cabinet on site (+A05, 81a R204.1) (EMS)",12/01/2024 08:00,08/02/2024 17:00,6,2,"20, 16, A29420","20: FS, 16: FS, A29420: FS",A34180,A34180: FS,,Resource Dependent,Fixed Units/Time,
26,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.1.4.1,20,"Retel Modification control cabinet on site (+WWI, 79i R124) (EMS)",12/01/2024 08:00,08/02/2024 17:00,6,2,"20, 16, A29420","20: FS, 16: FS, A29420: FS",A34180,A34180: FS,,Resource Dependent,Fixed Units/Time,
27,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.1.4.1,5,Retel Electrical installation connection in cabinet (EMS),09/02/2024 08:00,15/02/2024 17:00,29,122,"20, 21, 22, A29420, 17, 23","20: FS, 21: FS, 22: FS, A29420: FS, 17: FS, 23: FS",A4930,A4930: FF,,Resource Dependent,Fixed Units/Time,
77,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.5,3,New walls constructed,02/11/2023 08:00,06/11/2023 17:00,14,16,13,13: SS,47,47: FS,,Resource Dependent,Fixed Units/Time,
47,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.5,2,GMS Delivery of field devices,27/11/2023 08:00,29/11/2023 09:00,0,2,"77, A21890","77: FS, A21890: FS",57,57: FS,,Resource Dependent,Fixed Units/Time,
57,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.5,17,GMS Installation of new field devices,29/11/2023 09:00,22/12/2023 09:00,0,2,47,47: FS,67,67: FS,,Resource Dependent,Fixed Units/Time,
67,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.5,30,GMS Installation new cables/pneumatic tubes,22/12/2023 09:00,16/02/2024 09:00,0,2,57,57: FS,A34170,A34170: FS,,Resource Dependent,Fixed Units/Time,
A40380,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.Level 1.1,5,123 Shutdown feld 2,29/08/2023 08:00,04/09/2023 17:00,0,180,,,A40550,A40550: FS,,Task Dependent,Fixed Duration & Units,
A40550,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.Level 1.1,5,123 Fuse + cabling replacement to HVAC LV board,05/09/2023 08:00,11/09/2023 17:00,0,180,A40380,A40380: FS,"A40560, A40370","A40560: FS, A40370: FS",,Task Dependent,Fixed Duration & Units,
A40560,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.Level 1.1,5,123 Shutdown supplies to Feld 5 + 6,12/09/2023 08:00,18/09/2023 17:00,0,180,A40550,A40550: FS,A40570,A40570: FS,,Task Dependent,Fixed Duration & Units,
A40570,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.Level 1.1,5,123 Stripout cabling to feld 5 + 6,19/09/2023 08:00,25/09/2023 17:00,0,180,A40560,A40560: FS,A40580,A40580: FS,,Task Dependent,Fixed Duration & Units,
A40580,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.Level 1.1,5,123 Remove Feld 5 + 6 (stoll),26/09/2023 08:00,02/10/2023 17:00,0,180,A40570,A40570: FS,A40590,A40590: FS,,Task Dependent,Fixed Duration & Units,
A40590,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.Level 1.1,5,123 Install Fedl 5 + 6 (stoll),03/10/2023 08:00,09/10/2023 17:00,0,180,A40580,A40580: FS,A40600,A40600: FS,,Task Dependent,Fixed Duration & Units,
A40600,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.Level 1.1,15,123 Install incoming + outgoing circuits (3 weeks),10/10/2023 08:00,30/10/2023 17:00,0,180,A40590,A40590: FS,A40610,A40610: FS,,Task Dependent,Fixed Duration & Units,
A40610,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.Level 1.1,5,123 Pre energisation test and certification,31/10/2023 08:00,06/11/2023 17:00,0,180,A40600,A40600: FS,A40620,A40620: FS,,Task Dependent,Fixed Duration & Units,
A40620,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.Level 1.1,5,123 Walkdowns,07/11/2023 08:00,13/11/2023 17:00,180,180,A40610,A40610: FS,,,,Task Dependent,Fixed Duration & Units,
A4900,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.Level 1.122,1,122 Protection during construction phase,29/08/2023 08:00,29/08/2023 17:00,0,232,A1040,A1040: SS,"A29550, A29570","A29550: FS, A29570: FS",,Task Dependent,Fixed Duration & Units,
A29550,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.Level 1.122,1,122 Installation of PM Process Piping - Process Air (1.5M),30/08/2023 08:00,30/08/2023 17:00,122,232,A4900,A4900: FS,A29560,A29560: FS,,Task Dependent,Fixed Duration & Units,
A29560,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.Level 1.122,1,122 Remove protection at end of construction phase,04/03/2024 08:00,04/03/2024 17:00,22,110,"A29550, A40400","A29550: FS, A40400: FS",A1660,A1660: FF,,Task Dependent,Fixed Duration & Units,
A4910,Completed,Hercules_15082023-6.CONSTRUCTION.Main Works.Level 1.125.1,1,125 LOTO and perform E&I dead testing,10/08/2023 08:00,10/08/2023 17:00,,,A1040,A1040: SS -2,"A5070, A29580, A5170, A33650, A4920","A5070: FS, A29580: FF, A5170: FS, A33650: FS, A4920: FS",,Task Dependent,Fixed Duration & Units,
A5170,In Progress,Hercules_15082023-6.CONSTRUCTION.Main Works.Level 1.125.1,11,125 Remove associated E&I Cabling,11/08/2023 08:00,29/08/2023 08:00,0,68,A4910,A4910: FS,A5020,A5020: FS,,Task Dependent,Fixed Duration & Units,
A5020,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.Level 1.125.1,1,"125 Isolate and draindown pipework  (WT.K, LS, ABL, AP, WAI, DH, DK, CHW)",29/08/2023 08:00,29/08/2023 17:00,0,68,A5170,A5170: FS,A4920,A4920: FS,,Task Dependent,Fixed Duration & Units,
A4920,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.Level 1.125.1,2,125 Disconnect pipework,30/08/2023 08:00,31/08/2023 17:00,0,68,"A5020, A4910","A5020: FS, A4910: FS",A5070,A5070: FS,,Task Dependent,Fixed Duration & Units,
A5070,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.Level 1.125.1,5,125 Removal of AP Water Generation & distribution skid,01/09/2023 08:00,07/09/2023 17:00,27,68,"A4910, A4920","A4910: FS, A4920: FS",A4950,A4950: FS,,Task Dependent,Fixed Duration & Units,
A4950,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.Level 1.125.1,3,125 Installation of AP Water Generator & Distribution Skid (BWT AQUA),16/10/2023 16:00,19/10/2023 16:00,0,41,"A6170, A5070","A6170: FS, A5070: FS",A4960,A4960: FS,,Task Dependent,Fixed Duration & Units,
A4960,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.Level 1.125.1,10,"125 Pipework hookups (WT.K, LS, ABL, AP, WAI, DH, DK, CHW)",19/10/2023 16:00,02/11/2023 16:00,0,41,A4950,A4950: FS,"A4970, A34220","A4970: FS, A34220: FS",,Task Dependent,Fixed Duration & Units,
A4970,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.Level 1.125.1,5,125 E&I hookups,02/11/2023 16:00,09/11/2023 16:00,0,170,A4960,A4960: FS,A4980,A4980: FS,,Task Dependent,Fixed Duration & Units,
A4980,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.Level 1.125.1,1,125 E&I dead test verification,09/11/2023 16:00,10/11/2023 16:00,0,170,A4970,A4970: FS,A4990,A4990: FS,,Task Dependent,Fixed Duration & Units,
A4990,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.Level 1.125.1,5,125 Pipework/valve reinstatement & verification,10/11/2023 16:00,17/11/2023 16:00,0,170,A4980,A4980: FS,A5000,A5000: FS,,Task Dependent,Fixed Duration & Units,
A5000,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.Level 1.125.1,4,125 Pipework Insulation,17/11/2023 16:00,23/11/2023 16:00,0,170,A4990,A4990: FS,A5060,A5060: FS,,Task Dependent,Fixed Duration & Units,
A5060,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.Level 1.125.1,2,125 Cleaning,23/11/2023 16:00,27/11/2023 16:00,10,170,A5000,A5000: FS,"A39660, A1660","A39660: FF, A1660: FF",,Task Dependent,Fixed Duration & Units,
A33650,Completed,Hercules_15082023-6.CONSTRUCTION.Main Works.Level 1.125.2,1,125 LOTO and perform E&I dead testing,11/08/2023 08:00,11/08/2023 17:00,,,A4910,A4910: FS,"A33760, A33770","A33760: FS, A33770: FS",,Task Dependent,Fixed Duration & Units,
